# time(s),x(m),y(m),vx(m/s),vy(m/s),phi(rad),delta(rad),omega(rad/s),ax(m/s^2),deltadelta(rad/s),wheel_fl(kmph),wheel_fr(kmph),wheel_rl(kmph),wheel_rr(kmph),roll(rad),throttle_ped_cmd(%),brake_ped_cmd(kPa),gear
1672854398.80468154,268.35678420,-99.99622196,40.13443302,0.00698688,0.70580406,-0.00665843,0.02207209,-0.01645635,0.00000000,146.23209772,145.48302795,145.12453805,144.74151621,-0.15683438,30.39999962,0.00000000,3.00000000
1672854398.84468150,269.56634291,-98.96733263,40.14325543,0.00862630,0.70613948,-0.00665843,0.02059236,-0.01266108,-0.00736444,145.04042927,144.96513465,144.97191121,145.13147889,-0.15680403,30.24186420,0.00000000,3.00000000
1672854398.88468146,270.80611061,-97.91930884,40.15393479,0.00980728,0.70556068,-0.00695301,0.01679057,-0.00814231,-0.00452562,145.40888410,145.72464127,144.94384075,144.80000305,-0.15684371,30.02885495,0.00000000,3.00000000
1672854398.92468143,272.00696653,-96.90749360,40.14030765,0.01311807,0.70415811,-0.00713403,0.01097314,-0.01343558,0.00458071,145.82843571,145.71390395,144.59984762,144.64281031,-0.15687518,29.89999962,0.00000000,3.00000000
1672854398.96468139,273.22670734,-95.87672196,40.13534154,0.01481719,0.70354652,-0.00695080,0.00783445,-0.01525971,-0.00458071,145.75753025,145.41506966,144.32739570,144.15616760,-0.15685164,30.16559552,0.00000000,3.00000000
1672854399.00468135,274.45079253,-94.83826979,40.13178469,0.01494554,0.70382180,-0.00713403,0.00750508,-0.01654091,0.01644802,145.73985629,145.31328585,144.04335949,144.05664229,-0.15686232,30.47778932,0.00000000,3.00000000
1672854399.04468131,275.36742972,-94.06779707,40.13691131,0.01404369,0.70309035,-0.00647611,0.00442081,-0.01430388,0.00733209,146.18767896,145.41575800,144.57192401,144.44040495,-0.15684108,30.60457805,0.00000000,3.00000000
1672854399.08468127,276.70073350,-92.94158402,40.14625709,0.01447295,0.70267797,-0.00618283,0.00256030,-0.01029482,0.00736255,145.49190265,145.48796765,144.35208514,144.60000610,-0.15685973,30.29999924,0.00000000,3.00000000
1672854399.12468123,277.97462713,-91.87172026,40.15072325,0.01462910,0.70153244,-0.00588833,-0.00116252,-0.00823784,0.01641756,145.18424597,145.28081097,144.51232086,144.77192024,-0.15688473,30.29999924,0.00000000,3.00000000
1672854399.16468120,279.24615182,-90.80256817,40.15969880,0.01621390,0.70046805,-0.00523162,-0.00434617,-0.00444520,0.00000000,145.24045045,146.08426747,144.18426928,144.30000305,-0.15690132,30.33520929,0.00000000,3.00000000
1672854399.20468116,280.47406296,-89.76766919,40.15168635,0.01644284,0.70022235,-0.00523162,-0.00487059,-0.00759769,0.01925138,145.58735789,145.79311870,144.21264516,144.18735970,-0.15682470,30.29999924,0.00000000,3.00000000
1672854399.24468112,281.68602096,-88.75029347,40.15141140,0.01495728,0.69975682,-0.00446157,-0.00587522,-0.00755312,0.01189155,145.48424545,145.31233377,144.50000000,144.39658104,-0.15690296,30.57107649,0.00000000,3.00000000
1672854399.28468108,282.95023047,-87.68927224,40.16888087,0.01364348,0.69931976,-0.00398591,-0.00668131,-0.00035750,0.00452724,145.78108533,145.41243547,144.42162800,144.84053962,-0.15705294,30.70000076,0.00000000,3.00000000
1672854399.32468104,284.16345897,-86.66868308,40.15417181,0.01307620,0.69915060,-0.00380482,-0.00666221,-0.00621327,0.01641814,146.18559422,145.51420057,144.44301082,144.38580859,-0.15722457,30.37008932,0.00000000,3.00000000
1672854399.36468101,285.39644219,-85.63040543,40.15182916,0.01120563,0.69946007,-0.00314809,-0.00524641,-0.00702952,-0.00452809,145.39102785,145.38764838,144.72808700,144.52809005,-0.15750806,30.64185286,0.00000000,3.00000000
1672854399.40468097,286.60902933,-84.60995806,40.13806470,0.01076899,0.69938154,-0.00332922,-0.00502669,-0.01241810,0.02378011,145.32749474,145.48436209,144.48625744,144.40094704,-0.15744479,30.74093920,0.00000000,3.00000000
1672854399.44468093,287.82550700,-83.58660658,40.15367526,0.01019881,0.69931504,-0.00237801,-0.00476832,-0.00597162,0.01189006,145.09787822,146.04133737,144.51095432,144.38269306,-0.15797048,30.89999962,0.00000000,3.00000000
1672854399.48468089,289.06683623,-82.53936604,40.14230963,0.00980226,0.69963833,-0.00190241,-0.00345495,-0.01042818,0.00000000,145.30360278,145.93526292,144.38057478,144.16834292,-0.15867478,30.81322458,0.00000000,3.00000000
1672854399.52468085,290.20560337,-81.57307784,40.11556857,0.00702819,0.70096223,-0.00190241,0.00057360,-0.02102190,0.01189006,145.46852792,145.65618106,144.80000305,144.80000305,-0.15918802,31.25523018,0.00000000,3.00000000
1672854399.56468081,291.45163740,-80.51238197,40.14118815,0.00780056,0.70211338,-0.00142681,0.00369978,-0.01046180,0.00736082,145.53644231,145.48351488,145.27765268,145.00000000,-0.15985451,31.20000076,0.00000000,3.00000000
1672854399.60468078,292.67520938,-79.47614375,40.11171226,0.00417368,0.70301275,-0.00113237,0.00571810,-0.02218342,0.01641929,146.07650501,145.61529709,144.67413335,144.38943654,-0.16050235,30.57078109,0.00000000,3.00000000
1672854399.64468074,293.86770249,-78.45623615,40.11856280,0.00372547,0.70443784,-0.00047560,0.00890585,-0.01917793,0.00000000,145.40309575,145.70154277,144.60000610,144.46692229,-0.16103152,31.10000038,0.00000000,3.00000000
1672854399.68468070,295.10895244,-77.39174132,40.11179026,0.00399386,0.70593098,-0.00047560,0.01201485,-0.02168372,0.00000000,145.03069256,145.64603512,144.27116521,144.18651082,-0.16217101,31.27024436,0.00000000,3.00000000
1672854399.72468066,296.30159130,-76.36163319,40.12245670,0.00542865,0.70791787,-0.00047560,0.01622869,-0.01716825,0.00000000,144.94049793,146.01239237,144.69999695,145.02810069,-0.16354243,31.32910807,0.00000000,3.00000000
1672854399.76468062,297.52179157,-75.30210550,40.13252913,0.00288766,0.71102042,-0.00047560,0.02320068,-0.01308866,0.00000000,145.47539252,145.96309855,144.91924248,144.54385178,-0.16499341,30.92883280,0.00000000,3.00000000
1672854399.80468059,298.73722058,-74.25513577,40.12107482,0.00239092,0.71205943,-0.00047560,0.02367169,-0.01750902,0.00000000,144.95310910,145.51248962,145.01877018,145.00313480,-0.16583181,30.87048413,0.00000000,3.00000000
1672854399.84468055,299.90467373,-73.22882673,40.13819651,0.00181040,0.71528807,-0.00047560,0.02970602,-0.01062930,0.00000000,145.75467407,145.84340014,144.60000610,144.45659197,-0.16653418,30.92910705,0.00000000,3.00000000
1672854399.88468051,301.11480315,-72.16141161,40.13137191,0.00163654,0.71846792,-0.00047560,0.03507976,-0.01342461,0.00000000,146.02018907,145.74355547,143.89756565,144.28709873,-0.16786020,30.92928488,0.00000000,3.00000000
1672854399.92468047,302.29933915,-71.11637304,40.14922390,0.00465633,0.72050133,-0.00047560,0.03691615,-0.00617392,0.00000000,145.54156310,145.58614665,144.37128127,144.58614665,-0.16923175,30.95956316,0.00000000,3.00000000
1672854399.96468043,303.50044664,-70.05504625,40.13778078,0.00779279,0.72239566,-0.00047560,0.03824575,-0.01070970,0.00458092,145.05292230,145.68101719,144.08758935,144.28758630,-0.17109809,30.89999962,0.00000000,3.00000000
1672854400.00468040,304.70409598,-68.99353766,40.13003201,0.00733220,0.72404495,-0.00029237,0.03879996,-0.01356618,0.00277830,145.35622014,145.95946124,144.72810764,144.85945514,-0.17239150,31.39999962,0.00000000,3.00000000
1672854400.04468036,305.59272613,-68.20063613,40.12266462,0.00913749,0.72584690,-0.00018123,0.03981925,-0.01634765,0.00000365,145.71887684,146.16265307,144.31566038,144.48755427,-0.17346463,31.25815873,0.00000000,3.00000000
1672854400.08468032,306.89509599,-67.03361908,40.13126209,0.01380610,0.72807080,-0.00018109,0.04175209,-0.01255270,0.00452720,145.43961482,145.78490021,144.06980041,144.27170053,-0.17536416,31.22916039,0.00000000,3.00000000
1672854400.12468028,308.12721403,-65.92122569,40.16148978,0.01730214,0.73086961,0.00000000,0.04512735,-0.00016313,0.00000000,145.60000610,145.97162213,144.16889371,144.24051102,-0.17824326,31.12925826,0.00000000,3.00000000
1672854400.16468024,309.36205623,-64.80283308,40.14372008,0.01798030,0.73391473,0.00000000,0.04889503,-0.00718178,0.00000000,145.91910510,145.74342866,144.22828630,144.25657134,-0.18047467,31.04155487,0.00000000,3.00000000
1672854400.20468020,310.55416444,-63.72597084,40.15646763,0.01774869,0.73592487,0.00000000,0.04934079,-0.00175184,0.00000000,145.39655937,145.65813184,145.14531656,145.17093630,-0.18187780,31.46954069,0.00000000,3.00000000
1672854400.24468017,311.71468496,-62.66302181,40.15567533,0.02051205,0.73860666,0.00000000,0.05136165,-0.00198760,0.00735760,144.68191805,145.73830632,144.76915801,144.48457200,-0.18307493,31.16467738,0.00000000,3.00000000
1672854400.28468013,312.93375887,-61.54263756,40.14909918,0.02606297,0.74083395,0.00029430,0.05189342,-0.00450599,-0.00735760,145.33029461,146.10201631,144.41313710,144.67171559,-0.18579076,31.31250375,0.00000000,3.00000000
1672854400.32468009,314.10656052,-60.46141803,40.17493874,0.02989536,0.74311668,0.00000000,0.05247618,0.00588357,0.01189006,145.38597485,146.35791714,144.52850846,144.22805465,-0.18849510,31.12920192,0.00000000,3.00000000
1672854400.36468005,315.29197369,-59.36284105,40.16210754,0.03240911,0.74576965,0.00047560,0.05398045,0.00060042,0.01189006,145.57350367,145.91492617,144.85634391,144.32873164,-0.19033077,30.97072083,0.00000000,3.00000000
1672854400.40468001,316.47219006,-58.27085749,40.18288315,0.03260021,0.74792769,0.00095120,0.05393070,0.00890811,0.01462863,145.82817244,146.14365388,145.08172271,145.28730775,-0.19325085,31.10000038,0.00000000,3.00000000
1672854400.44467998,317.61590653,-57.19485603,40.15940002,0.03426400,0.75129514,0.00153635,0.05693433,-0.00082249,0.00915148,145.88363256,145.81393659,144.87130959,144.57131742,-0.19468738,31.06018132,0.00000000,3.00000000
1672854400.48467994,318.78549663,-56.08913300,40.16456625,0.03458137,0.75486514,0.00190241,0.06022371,0.00109330,0.00000000,144.97172791,145.78480891,145.13037913,145.04346192,-0.19770961,31.29999924,0.00000000,3.00000000
1672854400.52467990,319.87271370,-55.05067812,40.15827996,0.03516515,0.75871189,0.00190241,0.06404403,-0.00171019,0.01189006,145.11377572,145.81377702,144.54295257,144.34294472,-0.20044960,31.10000038,0.00000000,3.00000000
1672854400.56467986,321.05961123,-53.91298200,40.15990192,0.04060521,0.76166521,0.00237801,0.06499522,-0.00109220,-0.01189006,145.36987477,146.09863978,144.92740651,144.58629980,-0.20376349,31.29999924,0.00000000,3.00000000
1672854400.60467982,322.22101016,-52.80185647,40.17412672,0.04105205,0.76429326,0.00190241,0.06503235,0.00459803,0.01925017,145.62814574,146.56228820,145.25928283,145.12814574,-0.20538609,31.34084034,0.00000000,3.00000000
1672854400.64467978,323.35126684,-51.70380152,40.18475056,0.04518419,0.76747384,0.00267242,0.06645020,0.00867516,0.00452994,145.23176271,145.84391683,144.85757013,144.78634976,-0.20682873,30.92960382,0.00000000,3.00000000
1672854400.68467975,324.52240978,-50.56190952,40.15738288,0.05043847,0.77036186,0.00285361,0.06699105,-0.00251087,0.00000000,145.64212181,146.11318204,144.42637628,144.59743787,-0.21002576,30.86765399,0.00000000,3.00000000
1672854400.72467971,325.63498783,-49.46389218,40.15774942,0.05573482,0.77394927,0.00285361,0.06938508,-0.00250225,0.01189006,146.13739416,146.04374239,144.56243308,144.61560567,-0.21326826,31.32900432,0.00000000,3.00000000
1672854400.76467967,326.77954810,-48.32164282,40.17246349,0.05419502,0.77955736,0.00332922,0.07721580,0.00307182,0.01924594,144.45827833,145.78741915,144.45430392,144.35429782,-0.21620741,31.30590428,0.00000000,3.00000000
1672854400.80467963,327.90176830,-47.19981439,40.17755111,0.05879732,0.78294986,0.00409905,0.07800863,0.00494729,0.00000541,145.05283611,146.08093058,144.22809142,144.52809447,-0.21824247,30.98742465,0.00000000,3.00000000
1672854400.84467959,329.02256476,-46.07070382,40.19003367,0.05998550,0.78696970,0.00409927,0.08032759,0.00978895,0.00000042,145.35773700,146.32928267,144.67071733,145.12845610,-0.22004166,31.20000076,0.00000000,3.00000000
1672854400.88467956,330.15822777,-44.90909770,40.18671548,0.06589295,0.79138056,0.00409929,0.08342423,0.00814447,-0.01189401,145.35620704,146.29087772,144.08102730,144.25620094,-0.22346369,30.85811127,0.00000000,3.00000000
1672854400.92467952,331.25351976,-43.78176265,40.15279330,0.07193428,0.79546187,0.00362353,0.08542970,-0.00567759,0.01178430,145.60886127,145.98422951,144.44729438,144.30000305,-0.22657942,31.29999924,0.00000000,3.00000000
1672854400.96467948,332.36513276,-42.62579637,40.17698425,0.07374666,0.80069542,0.00409490,0.09050187,0.00391528,0.00010391,145.95942173,146.37187960,144.81564670,144.84695165,-0.22999629,31.66445634,0.00000000,3.00000000
1672854401.00467944,333.48081147,-41.46871882,40.17785888,0.07442757,0.80439988,0.00409905,0.09082584,0.00415245,0.00453415,145.05367819,145.91341997,144.03088166,144.03088166,-0.23221315,31.15930070,0.00000000,3.00000000
1672854401.04467940,334.26894028,-40.62814091,40.16524147,0.07317670,0.80946042,0.00428042,0.09479393,-0.00114316,-0.00453346,144.84026121,145.82805334,144.52442673,144.65247214,-0.23416775,31.44232104,0.00000000,3.00000000
1672854401.08467937,335.47218568,-39.34178896,40.18162212,0.08067115,0.81426719,0.00409908,0.09749200,0.00542679,0.00453346,145.14032954,146.25259146,144.54032344,144.71226802,-0.23689381,31.37105308,0.00000000,3.00000000
1672854401.12467933,336.60903290,-38.11541590,40.19763878,0.08696140,0.81902251,0.00428042,0.09992038,0.01177535,0.01189006,145.18729155,146.48729461,145.38729280,144.95635180,-0.24000806,31.27044576,0.00000000,3.00000000
1672854401.16467929,337.73939987,-36.88412280,40.18065785,0.08951317,0.82462472,0.00475602,0.10453237,0.00466562,-0.03113097,145.04178046,146.45971616,144.72985262,144.35821344,-0.24348899,30.86107030,0.00000000,3.00000000
1672854401.20467925,338.82622401,-35.69972849,40.18379178,0.09031868,0.82888996,0.00351078,0.10496552,0.00591257,-0.00453920,145.74130035,146.25687991,144.82753795,144.68532838,-0.24551657,31.54156503,0.00000000,3.00000000
1672854401.24467921,339.89112986,-34.51061333,40.20894789,0.09222096,0.83494536,0.00332922,0.10989137,0.01579768,0.01924638,145.63262953,146.39999390,145.05651754,144.96955567,-0.24736511,31.47096678,0.00000000,3.00000000
1672854401.28467917,340.98405040,-33.28489094,40.19367164,0.10097442,0.83932155,0.00409907,0.10992519,0.00948314,-0.01924638,145.03456211,145.91566794,144.65622605,144.72810907,-0.25086717,30.94163352,0.00000000,3.00000000
1672854401.32467914,342.03890818,-32.09307245,40.19216580,0.10751699,0.84370149,0.00332922,0.10995413,0.00880011,-0.01189006,145.12444694,146.30360519,145.45972349,145.27194482,-0.25494703,31.37342158,0.00000000,3.00000000
1672854401.36467910,343.10681543,-30.87206013,40.20570341,0.10942226,0.84934175,0.00285361,0.11343955,0.01395459,-0.00734951,144.96955630,146.18258695,145.27392469,145.05870042,-0.25891560,31.13198112,0.00000000,3.00000000
1672854401.40467906,344.16203574,-29.66126331,40.17716494,0.11081978,0.85393418,0.00255963,0.11360472,0.00224283,-0.00454054,145.71404191,146.22842166,144.98544740,144.62842645,-0.25987065,30.87058299,0.00000000,3.00000000
1672854401.44467902,345.18536128,-28.46876083,40.19860323,0.11265534,0.85920161,0.00237801,0.11539724,0.01061175,0.00452979,145.32502174,146.43434621,145.01250601,145.00000000,-0.26251590,31.29999924,0.00000000,3.00000000
1672854401.48467898,346.24446378,-27.22958473,40.20317352,0.12024545,0.86290504,0.00255920,0.11289234,0.01222123,-0.01188490,145.98404834,146.01361705,144.19999695,144.48521018,-0.26616431,31.05866218,0.00000000,3.00000000
1672854401.52467895,347.21925504,-26.08084575,40.17681772,0.12289474,0.86696049,0.00208381,0.11152111,0.00141469,0.00273940,146.02273247,145.84037000,144.63155367,144.87192186,-0.26866129,31.24217083,0.00000000,3.00000000
1672854401.56467891,348.26452165,-24.83802828,40.20562704,0.12532020,0.87129319,0.00219338,0.11103209,0.01287122,0.02104179,145.60327298,146.43137787,145.41895276,145.11568283,-0.27062918,31.35818668,0.00000000,3.00000000
1672854401.60467887,349.30371662,-23.59212760,40.20829327,0.12758796,0.87559817,0.00303505,0.11052254,0.01361915,-0.01642608,144.76212018,146.21262818,144.55437364,144.74175462,-0.27361076,30.79016971,0.00000000,3.00000000
1672854401.64467883,350.30657622,-22.37914288,40.20903223,0.13508504,0.87885885,0.00237801,0.10732934,0.01373219,0.00736094,145.38427719,146.23709045,144.64381562,144.84718369,-0.27557309,30.82885069,0.00000000,3.00000000
1672854401.68467879,351.34592694,-21.11140091,40.23630450,0.14061880,0.88262705,0.00267245,0.10571992,0.02440494,-0.00278322,145.77059495,146.91470339,144.21542639,144.35808405,-0.27886129,30.78812724,0.00000000,3.00000000
1672854401.72467875,352.33474964,-19.89414287,40.22949581,0.14511750,0.88659708,0.00256112,0.10475149,0.02127463,0.00731233,145.38183664,146.58998288,144.61544693,144.49728357,-0.28235842,30.76491267,0.00000000,3.00000000
1672854401.76467872,353.34934628,-18.63092788,40.22500131,0.14498412,0.89186382,0.00285361,0.10743098,0.01900475,0.02839735,145.87127987,146.22871535,144.87127987,145.07026896,-0.28565143,30.73227778,0.00000000,3.00000000
1672854401.80467868,354.33924047,-17.38870520,40.22313392,0.14744362,0.89620591,0.00398951,0.10721535,0.01791565,-0.00461724,145.94439886,146.04236816,145.08609928,144.87152165,-0.28680318,30.92957693,0.00000000,3.00000000
1672854401.84467864,355.32736236,-16.14025793,40.22175225,0.15224573,0.89995145,0.00380482,0.10546591,0.01710261,0.00000000,145.33801113,146.14177732,144.54931913,144.67088936,-0.28994774,30.96994295,0.00000000,3.00000000
1672854401.88467860,356.32856955,-14.86012610,40.22568322,0.15747319,0.90416865,0.00380482,0.10507159,0.01836425,0.00000000,144.95283817,146.35953409,144.22474632,144.36855776,-0.29342715,30.92886824,0.00000000,3.00000000
1672854401.92467856,357.27729141,-13.63315649,40.25005494,0.15653692,0.90952737,0.00380482,0.10780246,0.02766944,0.00000000,145.18436023,146.00930970,145.08435841,144.69683344,-0.29615626,30.83187231,0.00000000,3.00000000
1672854401.96467853,358.25541219,-12.35516817,40.23103391,0.15625834,0.91496096,0.00380482,0.11047454,0.01944547,0.00000000,145.41320045,146.68680124,144.75786184,144.81319876,-0.29956897,30.32374991,0.00000000,3.00000000
1672854402.00467849,359.22957046,-11.07393128,40.23670619,0.15826918,0.91939148,0.00380482,0.11011517,0.02140934,0.00735726,145.50993459,146.43648014,145.31270350,145.37182048,-0.30082034,30.84146117,0.00000000,3.00000000
1672854402.04467845,359.88323469,-10.20826366,40.21623751,0.15530450,0.92325786,0.00409911,0.10828959,0.01273709,-0.00735726,145.72853491,146.21414922,145.12853971,144.97146204,-0.30370696,30.74110952,0.00000000,3.00000000
1672854402.08467841,360.95211985,-8.77121208,40.21516851,0.16276935,0.92783437,0.00380482,0.10847216,0.01203158,0.01189006,146.01347513,145.97171540,144.88552510,144.78551900,-0.30641132,30.57046070,0.00000000,3.00000000
1672854402.12467837,361.95355120,-7.41110507,40.23192104,0.16837067,0.93246238,0.00428042,0.10888041,0.01848401,0.00000000,145.07119895,146.41358293,145.07119895,144.55924987,-0.30909207,30.70000076,0.00000000,3.00000000
1672854402.16467834,362.94771663,-6.04705969,40.23408714,0.16791290,0.93829102,0.00428042,0.11264441,0.01890960,0.00000000,144.83768614,146.35929708,145.35929708,145.17185894,-0.31232729,30.67090599,0.00000000,3.00000000
1672854402.20467830,363.89101424,-4.74328353,40.23407876,0.16970377,0.94287530,0.00428042,0.11258426,0.01860780,-0.00453108,145.50330745,145.88099232,145.53140779,145.28760112,-0.31365627,30.57099853,0.00000000,3.00000000
1672854402.24467826,364.80441839,-3.46443238,40.22114608,0.16965992,0.94812363,0.00409918,0.11425101,0.01304009,-0.00735897,145.54230450,146.50194544,145.39805931,145.25574870,-0.31616297,30.54077961,0.00000000,3.00000000
1672854402.28467822,365.76703410,-2.10217035,40.21740880,0.17528679,0.95256458,0.00380482,0.11365239,0.01131873,0.00000000,145.47234273,146.52717515,144.71358452,144.91407448,-0.31939869,30.60000038,0.00000000,3.00000000
1672854402.32467818,366.68461282,-0.79233514,40.21300504,0.17912627,0.95699525,0.00380482,0.11311128,0.00934140,0.00453415,145.80000305,146.21263185,144.60290585,144.45631107,-0.32137128,30.72916986,0.00000000,3.00000000
1672854402.36467814,367.61223057,0.54892961,40.22815984,0.17841692,0.96281877,0.00398618,0.11645459,0.01508492,0.00084496,146.09264230,146.04092805,144.67450270,144.77181450,-0.32424342,30.61778637,0.00000000,3.00000000
1672854402.40467811,368.51190859,1.86224014,40.22586367,0.17840896,0.96813080,0.00401998,0.11802434,0.01380752,0.01840100,145.17182336,146.48729887,144.61546760,144.71547370,-0.32598312,30.45241226,0.00000000,3.00000000
1672854402.44467807,369.40619497,3.18332026,40.22860210,0.17878464,0.97343455,0.00475602,0.11924613,0.01455767,0.02378011,145.40953664,146.41558102,145.00000000,145.24674735,-0.32766288,30.60000038,0.00000000,3.00000000
1672854402.48467803,370.30646078,4.52896245,40.22112509,0.17860973,0.97900445,0.00570723,0.12100352,0.01113158,-0.02831099,145.30338721,145.85279336,144.31235017,144.38426690,-0.32984452,30.45789948,0.00000000,3.00000000
1672854402.52467799,371.11179482,5.74221292,40.20733654,0.17755877,0.98385645,0.00457479,0.12069212,0.00532861,-0.00000150,145.78637904,146.70155528,144.64241035,144.81361620,-0.33174294,30.82970116,0.00000000,3.00000000
1672854402.56467795,372.02156049,7.13260483,40.24849574,0.17866040,0.98940014,0.00457473,0.12226617,0.02159492,0.00733778,145.53841608,147.03695439,144.52149938,144.66304256,-0.33332621,30.69087137,0.00000000,3.00000000
1672854402.60467792,372.89670454,8.48345177,40.23806947,0.18058303,0.99439524,0.00486824,0.12212718,0.01698390,0.00453997,145.81277810,145.98616317,144.47233722,144.12977718,-0.33516408,30.12982970,0.00000000,3.00000000
1672854402.64467788,373.75216830,9.81752367,40.22290217,0.18644496,0.99853196,0.00504984,0.11978652,0.01071834,0.00454468,146.21885881,145.91321050,144.91132875,144.88491080,-0.33682059,30.58309377,0.00000000,3.00000000
1672854402.68467784,374.63511272,11.21187859,40.25525102,0.19085631,1.00328733,0.00523162,0.11922784,0.02351640,0.00453206,145.14147026,146.55852668,145.61317448,145.56975994,-0.33868136,30.86822171,0.00000000,3.00000000
1672854402.72467780,375.47559020,12.55343246,40.23814565,0.19465276,1.00798877,0.00541291,0.11855123,0.01619308,-0.00906539,145.06766293,146.28686789,144.64343395,144.48484056,-0.34006588,30.04187731,0.00000000,3.00000000
1672854402.76467776,376.32455080,13.92481621,40.21881629,0.19378474,1.01381575,0.00505029,0.12103509,0.00798590,0.00000101,145.60330156,146.11239963,144.69999695,144.50000000,-0.34151730,30.17115060,0.00000000,3.00000000
1672854402.80467772,377.16612203,15.29756041,40.23511871,0.19559616,1.01881286,0.00505033,0.12096755,0.01432361,0.00453233,145.88447541,146.72525820,145.21553069,144.86894167,-0.34307318,30.60000038,0.00000000,3.00000000
1672854402.84467769,377.97639580,16.63487252,40.25520912,0.19542295,1.02413142,0.00523162,0.12176670,0.02207786,0.01189006,145.57615266,147.03958552,145.27361338,145.37106156,-0.34457058,30.22968470,0.00000000,3.00000000
1672854402.88467765,378.81502471,18.03299124,40.24359711,0.20150584,1.02835114,0.00570723,0.11969154,0.01720250,0.00732763,146.37326480,146.85988716,145.25668119,145.04170667,-0.34599277,29.81255013,0.00000000,3.00000000
1672854402.92467761,379.61176002,19.37505086,40.23885165,0.20611722,1.03260482,0.00600033,0.11794559,0.01514650,0.00909907,145.83348745,146.36915650,145.32819344,145.27180836,-0.34699616,30.10397834,0.00000000,3.00000000
1672854402.96467757,380.42618297,20.76730192,40.22711165,0.20494038,1.03849544,0.00636429,0.12090884,0.01008948,-0.00000227,144.94076066,146.35630523,144.60294326,144.85924240,-0.34773770,29.97065482,0.00000000,3.00000000
1672854403.00467753,381.23282286,22.16011935,40.22982123,0.20664276,1.04347841,0.00636420,0.12107201,0.01105762,0.00735568,145.31246315,146.45942657,145.24695855,144.71565447,-0.34874217,30.12900341,0.00000000,3.00000000
1672854403.04467750,381.83227963,23.20787506,40.23539075,0.20233725,1.04851421,0.00665843,0.12144278,0.01312669,0.00736047,145.51412962,146.57174687,145.45688008,145.52862695,-0.34980490,30.00000000,0.00000000,3.00000000
1672854403.08467746,382.68813828,24.73396056,40.24346088,0.20937909,1.05405988,0.00695285,0.12293522,0.01614911,-0.01189522,145.50000000,146.30913815,144.48430469,144.89999390,-0.35030543,29.45768322,0.00000000,3.00000000
1672854403.12467742,383.49154661,26.18389708,40.23425406,0.21418886,1.05966763,0.00647704,0.12448110,0.01222607,0.01188937,145.88111001,146.83133594,145.11566492,145.34701002,-0.35062977,29.77105646,0.00000000,3.00000000
1672854403.16467738,384.29626863,27.65576303,40.24165795,0.21912336,1.06546836,0.00695262,0.12636132,0.01489805,0.00453543,146.25886679,146.98952170,144.81775190,144.60000610,-0.35099652,29.58804937,0.00000000,3.00000000
1672854403.20467734,385.06439343,29.07020263,40.23452861,0.22115675,1.07064084,0.00713403,0.12628867,0.01171845,-0.00453277,145.48975768,145.81024537,144.47436434,144.60257614,-0.35169790,29.61568701,0.00000000,3.00000000
1672854403.24467731,385.79637344,30.45436869,40.23640781,0.21915506,1.07791917,0.00695272,0.13149752,0.01192773,0.01642283,145.25320647,146.74373542,144.54373418,144.61559336,-0.35245424,29.61644580,0.00000000,3.00000000
1672854403.28467727,386.56612015,31.93424116,40.24240877,0.22612869,1.08407339,0.00760964,0.13321433,0.01397810,0.00275722,145.19677187,146.43134205,144.43732993,144.59677006,-0.35243010,29.89999962,0.00000000,3.00000000
1672854403.32467723,387.29585605,33.35565160,40.23248332,0.23047197,1.09029715,0.00771992,0.13500184,0.00960033,-0.01190316,145.63003418,146.28498139,144.39829109,144.81331097,-0.35246470,29.89999962,0.00000000,3.00000000
1672854403.36467719,388.02689720,34.80276923,40.23788129,0.23001786,1.09772280,0.00724380,0.13994431,0.01132035,-0.00274412,145.55433611,146.68258809,145.05651798,144.94130015,-0.35205542,30.00000000,0.00000000,3.00000000
1672854403.40467715,388.74833596,36.24189070,40.23918452,0.23208547,1.10352845,0.00713403,0.13992733,0.01154884,0.00000000,145.63855463,146.68714966,144.91536103,144.60000610,-0.35268003,29.79999924,0.00000000,3.00000000
1672854403.44467711,389.43949439,37.65057969,40.22450015,0.23187838,1.11040654,0.00713403,0.14264975,0.00520165,-0.00735577,146.34998107,146.93436073,144.64063133,144.50000000,-0.35300171,29.67087035,0.00000000,3.00000000
1672854403.48467708,390.15168933,39.11864959,40.23574769,0.23979169,1.11561817,0.00683980,0.14085747,0.00962429,-0.01189079,145.89074667,146.48433644,144.94057253,144.85302945,-0.35269079,29.97105196,0.00000000,3.00000000
1672854403.52467704,390.79764963,40.47329622,40.23768242,0.23873669,1.12226558,0.00636417,0.14312440,0.01007827,0.00735650,145.25311255,146.69999695,145.09686398,145.21249962,-0.35233286,29.84191275,0.00000000,3.00000000
1672854403.56467700,391.49900197,41.96500061,40.23440605,0.23933549,1.12886734,0.00665843,0.14505893,0.00853217,0.00000000,145.36874643,146.63125357,145.25624534,145.19687153,-0.35274456,29.68281760,0.00000000,3.00000000
1672854403.60467696,392.17501783,43.42690144,40.24192900,0.24150448,1.13493223,0.00665843,0.14529614,0.01136008,-0.01189006,145.78490979,146.45754034,145.49859757,145.12737251,-0.35235901,29.50000000,0.00000000,3.00000000
