# time(s),x(m),y(m),vx(m/s),vy(m/s),phi(rad),delta(rad),omega(rad/s),ax(m/s^2),deltadelta(rad/s),wheel_fl(kmph),wheel_fr(kmph),wheel_rl(kmph),wheel_rr(kmph),roll(rad),throttle_ped_cmd(%),brake_ped_cmd(kPa),gear
1672854403.64467692,392.82958227,44.85922010,40.23343320,0.24868121,1.13980349,0.00618283,0.14249294,0.00784646,0.00000000,145.62492152,146.50927296,145.13130626,144.78753223,-0.35288097,29.12922737,0.00000000,3.00000000
1672854403.68467689,393.49972404,46.35778979,40.24578309,0.25606451,1.14552955,0.00618283,0.14211215,0.01269249,-0.00456216,145.83749914,147.18437767,145.53124952,145.10000610,-0.35253024,29.37096972,0.00000000,3.00000000
1672854403.72467685,394.13519018,47.80663170,40.27206253,0.26195183,1.15172612,0.00600034,0.14299613,0.02297031,0.00456216,146.27802357,146.99055419,145.26879288,145.31252576,-0.35217597,28.96380441,0.00000000,3.00000000
1672854403.76467681,394.77373182,49.29248475,40.26248662,0.26030113,1.15976061,0.00618283,0.14882793,0.01851614,-0.01189006,145.81720322,146.38484478,144.77172104,144.91312248,-0.35245523,28.56793521,0.00000000,3.00000000
1672854403.80467677,395.40361436,50.77446230,40.24916302,0.26269709,1.16593737,0.00570723,0.14888334,0.01289698,0.01642439,145.53216472,146.34509744,145.16783666,145.11293577,-0.35223319,28.77011057,0.00000000,3.00000000
1672854403.84467673,395.99802945,52.21211187,40.24398292,0.26220441,1.17349747,0.00636420,0.15239182,0.01039291,-0.02377973,145.20091353,146.55648666,144.61297331,144.75648360,-0.35258816,28.78897544,0.00000000,3.00000000
1672854403.88467669,396.61532121,53.72191808,40.23818099,0.27026485,1.17904735,0.00541301,0.15033127,0.00796116,0.01011210,146.01070161,146.48428288,144.92642347,144.76855797,-0.35229352,28.89095526,0.00000000,3.00000000
1672854403.92467666,397.20582097,55.18340164,40.26379000,0.27652976,1.18422496,0.00581750,0.14741950,0.01817163,-0.01464681,145.69664656,146.38093099,144.95618230,145.08427832,-0.35200086,28.85764983,0.00000000,3.00000000
1672854403.96467662,397.80262801,56.67743827,40.25065367,0.27833891,1.18981493,0.00523162,0.14588063,0.01262051,0.00000000,146.32857133,146.81428392,144.31428392,144.58571414,-0.35170269,28.42932719,0.00000000,3.00000000
1672854404.00467658,398.38763417,58.17712071,40.24813526,0.28050125,1.19585345,0.00523162,0.14566598,0.01139756,0.00000000,146.25929489,146.54178081,144.66441782,145.12938355,-0.35277363,28.82922199,0.00000000,3.00000000
1672854404.04467654,398.81988787,59.28812785,40.20946821,0.27821898,1.20021658,0.00523162,0.14098723,-0.00427814,0.01642495,145.87506665,146.31246882,144.76259478,144.87506665,-0.35246900,28.79999924,0.00000000,3.00000000
1672854404.08467650,399.43336352,60.91133574,40.24166965,0.27911605,1.20686118,0.00588862,0.14267171,0.00851703,-0.01642495,145.06068665,146.14482520,145.27103624,145.15517785,-0.35213882,28.98901157,0.00000000,3.00000000
1672854404.12467647,400.01868601,62.47856439,40.23524859,0.28550209,1.21163358,0.00523162,0.13916045,0.00580453,-0.01189006,145.48437959,146.48749041,144.35315889,144.32812876,-0.35185173,28.43494085,0.00000000,3.00000000
1672854404.16467643,400.59753377,64.04887418,40.24557267,0.29164836,1.21616256,0.00475602,0.13524474,0.00992415,0.00734708,146.24233779,146.41411114,144.62902940,144.80080712,-0.35156617,28.72940436,0.00000000,3.00000000
1672854404.20467639,401.14243626,65.56343704,40.24102232,0.29402584,1.22181552,0.00504991,0.13478626,0.00782426,0.00000801,145.52655514,145.98318597,144.72831758,144.82831936,-0.35185504,28.67079872,0.00000000,3.00000000
1672854404.24467635,401.67338332,67.04508403,40.22676398,0.29374416,1.22691583,0.00505023,0.13299858,0.00196200,0.02371201,146.42537784,146.69720667,145.21548468,144.84085947,-0.35227131,28.81207359,0.00000000,3.00000000
1672854404.28467631,402.22377548,68.61738397,40.24870557,0.29996422,1.23155458,0.00599871,0.13012364,0.01074948,0.00460306,146.35008847,146.79385022,145.37187692,145.21564353,-0.35197069,28.67019421,0.00000000,3.00000000
1672854404.32467628,402.74323900,70.12362280,40.22705115,0.30318750,1.23626994,0.00618283,0.12771559,0.00188361,0.00728963,145.74691762,146.21248621,144.61248010,144.41563778,-0.35168192,28.20000076,0.00000000,3.00000000
1672854404.36467624,403.25990383,71.65324080,40.22195662,0.30295530,1.24195902,0.00647441,0.12820440,-0.00023658,0.01649048,145.39687422,145.94063029,144.84062418,144.64062724,-0.35140073,28.73563021,0.00000000,3.00000000
1672854404.40467620,403.76185852,73.16298774,40.20840342,0.30133571,1.24757077,0.00713403,0.12836905,-0.00569938,0.01642235,145.58804445,146.48261201,144.68804608,144.71739572,-0.35168587,28.96510636,0.00000000,3.00000000
1672854404.44467616,404.25366681,74.67622818,40.21671793,0.29963694,1.25348025,0.00779093,0.12926662,-0.00235664,-0.00907756,145.77529913,146.38765171,145.48765352,145.39999390,-0.35207643,29.14227409,0.00000000,3.00000000
1672854404.48467612,404.74812386,76.22645014,40.22200373,0.30435520,1.25838074,0.00742782,0.12743725,-0.00020263,0.02378583,145.58107266,146.56863738,145.51893345,145.23135471,-0.35178978,28.50000000,0.00000000,3.00000000
1672854404.52467608,405.18885306,77.62492272,40.19699513,0.29814449,1.26412164,0.00837926,0.12805073,-0.01037624,0.00453955,146.25454460,146.72626427,145.23232721,145.27373573,-0.35153072,28.37106332,0.00000000,3.00000000
1672854404.56467605,405.66917585,79.20306107,40.19888933,0.29714747,1.27085613,0.00856084,0.13122941,-0.00974189,-0.00727901,146.01372827,146.81396340,144.35721072,144.30000305,-0.35126220,28.57700636,0.00000000,3.00000000
1672854404.60467601,406.12959305,80.74180320,40.17321932,0.29926543,1.27642633,0.00826968,0.13084244,-0.01997286,0.01916906,145.74042970,146.38652795,144.48274656,144.57116300,-0.35152493,29.06493517,0.00000000,3.00000000
1672854404.64467597,406.57114542,82.26675187,40.19319721,0.30398390,1.28222383,0.00903644,0.13103895,-0.01176833,0.00453790,145.05913317,146.27275805,144.80000305,145.02879419,-0.35187412,29.26005918,0.00000000,3.00000000
1672854404.68467593,407.01430097,83.85390790,40.17909608,0.30606441,1.28970346,0.00921796,0.13558429,-0.01757301,-0.00453790,145.32815116,146.47184759,144.45925265,144.70293993,-0.35160712,28.85824119,0.00000000,3.00000000
1672854404.72467589,407.43427293,85.38005983,40.17334851,0.30690389,1.29631232,0.00903644,0.13754914,-0.01980219,0.00729858,145.57138451,146.35690076,144.87104645,144.88552236,-0.35135486,28.96481926,0.00000000,3.00000000
1672854404.76467586,407.85263581,86.94030065,40.16953809,0.30569324,1.30365643,0.00932839,0.14144615,-0.02130987,0.00740388,145.56578176,146.26882689,144.27186411,144.30000305,-0.35111611,29.20000076,0.00000000,3.00000000
1672854404.80467582,408.25365202,88.47195681,40.16348352,0.30836339,1.30986566,0.00962454,0.14187329,-0.02351296,-0.00734688,145.89999390,146.38137003,143.92508895,144.32813687,-0.35135895,29.32912318,0.00000000,3.00000000
1672854404.84467578,408.64353109,90.01096181,40.16404141,0.30309672,1.31781062,0.00933067,0.14675197,-0.02318376,0.00453447,145.95005250,146.74690823,144.38751572,144.22497284,-0.35171187,29.42886684,0.00000000,3.00000000
1672854404.88467574,409.03168045,91.59362359,40.15912923,0.30836783,1.32422270,0.00951204,0.14727328,-0.02478873,0.00277053,145.54149344,146.61276391,144.57233364,144.71383318,-0.35145300,29.50000000,0.00000000,3.00000000
1672854404.92467570,409.39462163,93.12056337,40.15361754,0.31050409,1.33101089,0.00962287,0.14883062,-0.02665564,-0.00739423,144.78161591,145.70977312,144.81264589,144.80000305,-0.35120776,29.56798350,0.00000000,3.00000000
1672854404.96467566,409.75475272,94.68620921,40.14777959,0.30626473,1.33937454,0.00932710,0.15462045,-0.02883347,0.00007666,145.08596866,146.39999390,144.24328575,144.32865636,-0.35098553,29.50000000,0.00000000,3.00000000
1672854405.00467563,410.10738280,96.25264689,40.14350366,0.30762006,1.34605058,0.00933016,0.15511130,-0.03009791,-0.00734301,145.27165001,146.34484169,144.47164696,144.30000305,-0.35122145,29.62945012,0.00000000,3.00000000
1672854405.04467559,410.34952922,97.35942024,40.14299018,0.29812219,1.35218031,0.00903644,0.15421221,-0.02987920,-0.01645086,145.47932011,146.40424398,144.47507003,144.25013675,-0.35153069,29.60000038,0.00000000,3.00000000
1672854405.08467555,410.71519210,99.09771830,40.14561639,0.30762822,1.35860802,0.00837841,0.15407731,-0.02829229,-0.00732925,145.80000305,146.31672558,144.42878873,144.50000000,-0.35129843,29.39999962,0.00000000,3.00000000
1672854405.12467551,411.04880843,100.72982178,40.14263659,0.31358477,1.36484056,0.00808524,0.15344560,-0.02888380,0.00000000,146.14944481,146.53103969,144.98447468,145.02816169,-0.35107603,29.78266882,0.00000000,3.00000000
1672854405.16467547,411.36757075,102.37425068,40.14414751,0.31050453,1.37373617,0.00808524,0.16018334,-0.02802702,-0.01189006,144.69999695,146.51314951,144.81474099,144.67131422,-0.35086092,29.73547121,0.00000000,3.00000000
1672854405.20467544,411.66578660,103.95013669,40.11809409,0.31188629,1.38058284,0.00760964,0.16051388,-0.03795554,0.01642781,145.20939683,145.46565866,144.48749399,144.71562004,-0.35160528,29.82919211,0.00000000,3.00000000
1672854405.24467540,411.94768995,105.52491095,40.13647861,0.30683694,1.38909526,0.00826675,0.16501254,-0.03013244,-0.02660297,145.23101198,146.47183420,144.78733929,144.58449311,-0.35138765,30.02914314,0.00000000,3.00000000
1672854405.28467536,412.24130495,107.14991697,40.12874187,0.31448790,1.39386620,0.00720263,0.15943874,-0.03242209,-0.00171490,145.35752128,145.96991963,144.84116747,144.57124479,-0.35117851,29.77060785,0.00000000,3.00000000
1672854405.32467532,412.51372336,108.71447562,40.12828535,0.32253373,1.39830790,0.00713403,0.15335026,-0.03173718,0.00735280,145.47300644,146.22869130,144.89999390,145.14261262,-0.35097259,29.86489791,0.00000000,3.00000000
1672854405.36467528,412.77625689,110.32060282,40.13100207,0.33143815,1.40386165,0.00742815,0.15074622,-0.02999303,-0.00735280,145.75687518,146.26970890,144.71468354,144.71468354,-0.35075318,29.79999924,0.00000000,3.00000000
1672854405.40467525,413.02644783,111.90559654,40.11758238,0.33316564,1.41030673,0.00713403,0.15085743,-0.03491494,0.00000000,146.05994829,146.25787410,144.30103316,144.48630767,-0.35095486,29.73520843,0.00000000,3.00000000
1672854405.44467521,413.25442709,113.45804263,40.10798609,0.32568154,1.41916357,0.00713403,0.15698420,-0.03859720,0.01189006,145.04050189,146.59087889,144.31899012,144.18759409,-0.35123959,30.02906092,0.00000000,3.00000000
1672854405.48467517,413.48177707,115.06341051,40.10695466,0.32929353,1.42566199,0.00760964,0.15639316,-0.03845548,0.00000000,145.07231043,145.34367231,144.34271591,144.25727494,-0.35103832,30.32933722,0.00000000,3.00000000
1672854405.52467513,413.68168474,116.53534221,40.11197303,0.32313568,1.43284563,0.00760964,0.15768872,-0.03599948,0.00000000,145.15840184,146.41503841,144.37167625,144.54159511,-0.35085425,30.35803305,0.00000000,3.00000000
1672854405.56467509,413.89269136,118.16454142,40.11735619,0.32187380,1.43972541,0.00760964,0.15795562,-0.03330492,0.01189006,145.31563198,146.16873265,144.61563062,144.91327483,-0.35067421,30.26770782,0.00000000,3.00000000
1672854405.60467505,414.08619870,119.75769544,40.11875978,0.32372209,1.44641553,0.00808524,0.15758122,-0.03230944,-0.02378011,145.34033767,145.98507939,144.32982900,144.54327955,-0.35086797,29.88856573,0.00000000,3.00000000
1672854405.64467502,414.27201287,121.31715376,40.09714464,0.32884520,1.45120249,0.00713403,0.15239655,-0.04034483,0.00453759,146.01407583,146.11507489,144.25628501,144.31357478,-0.35113323,30.02941734,0.00000000,3.00000000
1672854405.68467498,414.45332736,122.94772808,40.10372759,0.33356765,1.45683402,0.00731554,0.14982266,-0.03705244,0.02377724,145.36221177,146.35925582,143.89703795,144.28740027,-0.35093600,30.45825384,0.00000000,3.00000000
1672854405.72467494,414.61717760,124.51307035,40.09694633,0.33589392,1.46263180,0.00826663,0.14790385,-0.03916966,0.00278782,144.71270877,146.46189074,143.69723182,144.14088049,-0.35074547,30.70000076,0.00000000,3.00000000
1672854405.76467490,414.76966150,126.11349165,40.09241082,0.33461632,1.47013033,0.00837814,0.15079220,-0.04050498,0.02100025,144.94378424,145.51631732,144.01502148,144.50000000,-0.35093282,30.86741987,0.00000000,3.00000000
1672854405.80467486,414.91236844,127.71167700,40.10593663,0.33206866,1.47748466,0.00921815,0.15282004,-0.03452220,-0.00454267,145.15913264,146.37182239,144.51269281,144.65635341,-0.35076045,30.87051333,0.00000000,3.00000000
1672854405.84467483,415.03980052,129.26126207,40.08398793,0.32613107,1.48510620,0.00903644,0.15540196,-0.04290724,0.00000000,144.99762101,146.04354014,144.28707058,144.00000000,-0.35102344,30.50000000,0.00000000,3.00000000
1672854405.88467479,415.15928970,130.86213209,40.09863590,0.32313848,1.49252430,0.00903644,0.15727711,-0.03643005,-0.00735273,145.40968425,146.12815632,144.44076702,144.37184368,-0.35084370,30.75806525,0.00000000,3.00000000
1672854405.92467475,415.26855595,132.43510912,40.09081420,0.32774066,1.49802078,0.00874233,0.15392458,-0.03883847,0.00735273,145.77444001,146.18369852,143.79718297,144.07021841,-0.35065171,30.77080770,0.00000000,3.00000000
1672854405.96467471,415.36584346,134.04044908,40.09828273,0.33052122,1.50468492,0.00903644,0.15411486,-0.03518596,-0.01646326,145.24267912,146.29986106,144.12872599,144.48576898,-0.35056841,30.96503963,0.00000000,3.00000000
1672854406.00467467,415.45480114,135.64089015,40.08634459,0.33186620,1.51129662,0.00837791,0.15422006,-0.03937196,0.00915046,144.82571116,146.48965215,144.35642932,144.42820918,-0.35070721,30.86788450,0.00000000,3.00000000
1672854406.04467463,415.50875565,136.81981816,40.07331382,0.31858758,1.51886965,0.00874393,0.15692823,-0.04411350,0.00731280,144.77060406,145.88530420,144.98529505,144.80000305,-0.35091249,31.13555607,0.00000000,3.00000000
1672854406.08467460,415.57445772,138.57222191,40.07533852,0.32510218,1.52636812,0.00903644,0.15900276,-0.04264983,-0.01920386,145.27367172,146.24342206,144.42632522,144.24342206,-0.35071618,30.97103606,0.00000000,3.00000000
1672854406.12467456,415.62846632,140.23003233,40.07292007,0.32864360,1.53319950,0.00826829,0.15921983,-0.04289988,0.01920386,145.21392458,146.11437909,144.52854074,144.32853943,-0.35054477,31.22922327,0.00000000,3.00000000
1672854406.16467452,415.67056389,141.90233117,40.09634634,0.33230076,1.54022316,0.00903644,0.15994334,-0.03284141,-0.01924054,145.65936160,146.02882010,144.72708649,144.24409781,-0.35038275,31.03246224,0.00000000,3.00000000
1672854406.20467448,415.70207668,143.50474946,40.08341948,0.33337359,1.54711866,0.00826682,0.16028875,-0.03747521,0.00008419,145.44316876,145.98551429,144.64289435,144.68579350,-0.35054463,31.00702667,0.00000000,3.00000000
1672854406.24467444,415.72161732,145.07724137,40.08850036,0.32828869,1.55491900,0.00827019,0.16293074,-0.03491423,-0.00462377,145.27457961,146.50275572,145.24640475,145.01547292,-0.35077288,31.14175214,0.00000000,3.00000000
1672854406.28467441,415.73210721,146.73503830,40.08956826,0.33445074,1.56108772,0.00808524,0.16109520,-0.03383970,0.00000000,144.78289837,146.76052461,144.45855692,144.74539319,-0.35060474,30.85801791,0.00000000,3.00000000
1672854406.32467437,415.72879365,148.33246100,40.08921310,0.33924245,1.56755444,0.00808524,0.16020265,-0.03337458,0.00912895,144.91252638,145.81252456,144.35934370,144.22812993,-0.35044359,31.00000000,0.00000000,3.00000000
1672854406.36467433,415.71344542,149.95184025,40.07210801,0.33373262,1.57616434,0.00845040,0.16533270,-0.03989166,0.00276111,145.31434932,146.37144716,143.70014930,143.69999695,-0.35030407,31.03218977,0.00000000,3.00000000
1672854406.40467429,415.68792548,151.53598858,40.08130617,0.33389010,1.58322857,0.00856084,0.16565048,-0.03543846,0.00735138,145.23803719,146.21549223,145.00280789,144.87182649,-0.35045218,31.72919046,0.00000000,3.00000000
1672854406.44467425,415.64983251,153.12410149,40.09303332,0.33102699,1.59098846,0.00885489,0.16771592,-0.03021993,-0.00453801,145.39999390,145.95650770,144.42825080,144.42825080,-0.35065944,31.22924585,0.00000000,3.00000000
1672854406.48467422,415.60247923,154.73930602,40.07627444,0.33608147,1.59688955,0.00867337,0.16477896,-0.03619156,-0.00735451,145.86334959,145.99109926,144.68355946,144.90889464,-0.35051434,31.27025109,0.00000000,3.00000000
1672854406.52467418,415.54708469,156.23406914,40.08646848,0.32999326,1.60452166,0.00837919,0.16671999,-0.03160997,-0.01192802,144.72835384,146.32986731,144.20150864,144.04176970,-0.35037076,31.22920825,0.00000000,3.00000000
1672854406.56467414,415.47826195,157.86312243,40.06288232,0.32817221,1.61154293,0.00790207,0.16676162,-0.04051703,0.00457910,144.71162225,146.36004150,143.97335854,144.08836987,-0.35023713,31.33507136,0.00000000,3.00000000
1672854406.60467410,415.39558618,159.46573121,40.08893503,0.32937086,1.61859082,0.00808524,0.16675677,-0.02942721,-0.00453735,145.23087645,146.15637859,144.14362446,144.19730584,-0.35037592,31.58741761,0.00000000,3.00000000
1672854406.64467406,415.30622097,161.04495788,40.08667582,0.33414203,1.62429730,0.00790374,0.16328034,-0.02971128,0.01924214,145.28627043,145.90129883,143.97254564,144.30000305,-0.35057239,31.52974947,0.00000000,3.00000000
1672854406.68467402,415.20341880,162.67776834,40.08810415,0.33832482,1.63031380,0.00867343,0.16084481,-0.02857791,-0.01470479,145.06622424,145.98731847,144.12536487,144.39999390,-0.35043346,31.42911006,0.00000000,3.00000000
1672854406.72467399,415.09099802,164.24569936,40.07148215,0.33939233,1.63716723,0.00808524,0.16073729,-0.03488798,0.00000000,145.50000000,146.22764788,143.71490345,144.01383090,-0.35029155,31.70000076,0.00000000,3.00000000
1672854406.76467395,414.96515424,165.85072150,40.08636419,0.33298857,1.64540867,0.00808524,0.16438718,-0.02863428,0.00734670,145.64571113,146.19172421,144.42916871,144.44165483,-0.35016475,31.95997286,0.00000000,3.00000000
1672854406.80467391,414.83200216,167.42464126,40.10997819,0.33207649,1.65230607,0.00837911,0.16383766,-0.01886250,-0.00281057,144.71407929,146.85703965,144.25666685,144.19963026,-0.35030079,31.48835939,0.00000000,3.00000000
1672854406.84467387,414.68709318,169.00143674,40.11399616,0.33126439,1.65929720,0.00826668,0.16353834,-0.01702809,0.01924398,144.96774737,146.61711334,144.86972701,144.75657220,-0.35048814,31.44185242,0.00000000,3.00000000
1672854406.88467383,414.53168353,170.61666190,40.11081693,0.33668115,1.66465748,0.00903644,0.15905292,-0.01793621,-0.01643154,145.12990046,145.82835060,143.86855274,144.31185332,-0.35034906,31.38338035,0.00000000,3.00000000
